700,150,800,150,800,200,700,200
700,200,800,200,800,250,700,250
700,250,800,250,800,300,700,300
700,300,800,300,800,350,700,350
700,350,800,350,800,400,700,400
700,400,800,400,800,450,700,450
700,450,800,450,800,500,700,500
700,500,800,500,800,550,700,550
700,550,800,550,800,600,700,600
700,600,800,600,800,650,700,650
700,650,800,650,800,700,700,700
700,700,800,700,800,750,700,750
700,750,800,750,800,800,700,800
700,800,800,800,800,850,700,850
800,0,900,0,900,50,800,50
800,50,900,50,900,100,800,100
800,100,900,100,900,150,800,150
800,150,900,150,900,200,800,200
800,200,900,200,900,250,800,250
800,250,900,250,900,300,800,300
800,300,900,300,900,350,800,350
800,350,900,350,900,400,800,400
800,400,900,400,900,450,800,450
800,450,900,450,900,500,800,500
800,500,900,500,900,550,800,550
800,550,900,550,900,600,800,600
800,600,900,600,900,650,800,650
800,650,900,650,900,700,800,700
800,700,900,700,900,750,800,750
800,750,900,750,900,800,800,800
800,800,900,800,900,850,800,850
900,0,1000,0,1000,50,900,50
900,50,1000,50,1000,100,900,100
900,100,1000,100,1000,150,900,150
900,150,1000,150,1000,200,900,200
900,200,1000,200,1000,250,900,250
900,250,1000,250,1000,300,900,300
900,300,1000,300,1000,350,900,350
900,350,1000,350,1000,400,900,400
900,400,1000,400,1000,450,900,450
900,450,1000,450,1000,500,900,500
900,500,1000,500,1000,550,900,550
900,550,1000,550,1000,600,900,600
900,600,1000,600,1000,650,900,650
900,650,1000,650,1000,700,900,700
900,700,1000,700,1000,750,900,750
900,750,1000,750,1000,800,900,800
900,800,1000,800,1000,850,900,850
1000,0,1100,0,1100,50,1000,50
1000,50,1100,50,1100,100,1000,100
1000,100,1100,100,1100,150,1000,150
1000,150,1100,150,1100,200,1000,200
1000,200,1100,200,1100,250,1000,250
1000,250,1100,250,1100,300,1000,300
1000,300,1100,300,1100,350,1000,350
1000,350,1100,350,1100,400,1000,400
1000,400,1100,400,1100,450,1000,450
1000,450,1100,450,1100,500,1000,500
1000,500,1100,500,1100,550,1000,550
1000,550,1100,550,1100,600,1000,600
1000,600,1100,600,1100,650,1000,650
1000,650,1100,650,1100,700,1000,700
1000,700,1100,700,1100,750,1000,750
1000,750,1100,750,1100,800,1000,800
1000,800,1100,800,1100,850,1000,850
1100,0,1200,0,1200,50,1100,50
1100,50,1200,50,1200,100,1100,100
1100,100,1200,100,1200,150,1100,150
1100,150,1200,150,1200,200,1100,200
1100,200,1200,200,1200,250,1100,250
1100,250,1200,250,1200,300,1100,300
1100,300,1200,300,1200,350,1100,350
1100,350,1200,350,1200,400,1100,400
1100,400,1200,400,1200,450,1100,450
1100,450,1200,450,1200,500,1100,500
1100,500,1200,500,1200,550,1100,550
1100,550,1200,550,1200,600,1100,600
1100,600,1200,600,1200,650,1100,650
1100,650,1200,650,1200,700,1100,700
1100,700,1200,700,1200,750,1100,750
1100,750,1200,750,1200,800,1100,800
1100,800,1200,800,1200,850,1100,850
1200,0,1300,0,1300,50,1200,50
1200,50,1300,50,1300,100,1200,100
1200,100,1300,100,1300,150,1200,150
1200,150,1300,150,1300,200,1200,200
1200,200,1300,200,1300,250,1200,250
1200,250,1300,250,1300,300,1200,300
1200,300,1300,300,1300,350,1200,350
1200,350,1300,350,1300,400,1200,400
1200,400,1300,400,1300,450,1200,450
1200,450,1300,450,1300,500,1200,500
1200,500,1300,500,1300,550,1200,550
1200,550,1300,550,1300,600,1200,600
1200,600,1300,600,1300,650,1200,650
1200,650,1300,650,1300,700,1200,700
1200,700,1300,700,1300,750,1200,750
1200,750,1300,750,1300,800,1200,800
1200,800,1300,800,1300,850,1200,850
1300,0,1400,0,1400,50,1300,50
1300,50,1400,50,1400,100,1300,100
1300,100,1400,100,1400,150,1300,150
1300,150,1400,150,1400,200,1300,200
1300,200,1400,200,1400,250,1300,250
1300,250,1400,250,1400,300,1300,300
1300,300,1400,300,1400,350,1300,350
1300,350,1400,350,1400,400,1300,400
1300,400,1400,400,1400,450,1300,450
1300,450,1400,450,1400,500,1300,500
1300,500,1400,500,1400,550,1300,550
1300,550,1400,550,1400,600,1300,600
1300,600,1400,600,1400,650,1300,650
1300,650,1400,650,1400,700,1300,700
1300,700,1400,700,1400,750,1300,750
1300,750,1400,750,1400,800,1300,800
1300,800,1400,800,1400,850,1300,850
1400,0,1500,0,1500,50,1400,50
1400,50,1500,50,1500,100,1400,100
1400,100,1500,100,1500,150,1400,150
1400,150,1500,150,1500,200,1400,200
1400,200,1500,200,1500,250,1400,250
1400,250,1500,250,1500,300,1400,300
1400,300,1500,300,1500,350,1400,350
1400,350,1500,350,1500,400,1400,400
1400,400,1500,400,1500,450,1400,450
1400,450,1500,450,1500,500,1400,500
1400,500,1500,500,1500,550,1400,550
1400,550,1500,550,1500,600,1400,600
1400,600,1500,600,1500,650,1400,650
1400,650,1500,650,1500,700,1400,700
1400,700,1500,700,1500,750,1400,750
1400,750,1500,750,1500,800,1400,800
1400,800,1500,800,1500,850,1400,850
1500,0,1600,0,1600,50,1500,50
1500,50,1600,50,1600,100,1500,100
1500,100,1600,100,1600,150,1500,150
1500,150,1600,150,1600,200,1500,200
1500,200,1600,200,1600,250,1500,250
1500,250,1600,250,1600,300,1500,300
1500,300,1600,300,1600,350,1500,350
1500,350,1600,350,1600,400,1500,400
1500,400,1600,400,1600,450,1500,450
1500,450,1600,450,1600,500,1500,500
1500,500,1600,500,1600,550,1500,550
1500,550,1600,550,1600,600,1500,600
1500,600,1600,600,1600,650,1500,650
1500,650,1600,650,1600,700,1500,700
1500,700,1600,700,1600,750,1500,750
1500,750,1600,750,1600,800,1500,800
1500,800,1600,800,1600,850,1500,850
1600,0,1700,0,1700,50,1600,50
1600,50,1700,50,1700,100,1600,100
1600,100,1700,100,1700,150,1600,150
1600,150,1700,150,1700,200,1600,200
1600,200,1700,200,1700,250,1600,250
1600,250,1700,250,1700,300,1600,300
1600,300,1700,300,1700,350,1600,350
1600,350,1700,350,1700,400,1600,400
1600,400,1700,400,1700,450,1600,450
1600,450,1700,450,1700,500,1600,500
1600,500,1700,500,1700,550,1600,550
1600,550,1700,550,1700,600,1600,600
1600,600,1700,600,1700,650,1600,650
1600,650,1700,650,1700,700,1600,700
1600,700,1700,700,1700,750,1600,750
1600,750,1700,750,1700,800,1600,800
1600,800,1700,800,1700,850,1600,850
1700,0,1800,0,1800,50,1700,50
1700,50,1800,50,1800,100,1700,100
1700,100,1800,100,1800,150,1700,150
1700,150,1800,150,1800,200,1700,200
1700,200,1800,200,1800,250,1700,250
1700,250,1800,250,1800,300,1700,300
1700,300,1800,300,1800,350,1700,350
1700,350,1800,350,1800,400,1700,400
1700,400,1800,400,1800,450,1700,450
1700,450,1800,450,1800,500,1700,500
1700,500,1800,500,1800,550,1700,550
1700,550,1800,550,1800,600,1700,600
1700,600,1800,600,1800,650,1700,650
1700,650,1800,650,1800,700,1700,700
1700,700,1800,700,1800,750,1700,750
1700,750,1800,750,1800,800,1700,800
1700,800,1800,800,1800,850,1700,850
1800,0,1900,0,1900,50,1800,50
1800,50,1900,50,1900,100,1800,100
1800,100,1900,100,1900,150,1800,150
1800,150,1900,150,1900,200,1800,200
1800,200,1900,200,1900,250,1800,250
1800,250,1900,250,1900,300,1800,300
1800,300,1900,300,1900,350,1800,350
1800,350,1900,350,1900,400,1800,400
1800,400,1900,400,1900,450,1800,450
1800,450,1900,450,1900,500,1800,500
1800,500,1900,500,1900,550,1800,550
1800,550,1900,550,1900,600,1800,600
1800,600,1900,600,1900,650,1800,650
1800,650,1900,650,1900,700,1800,700
1800,700,1900,700,1900,750,1800,750
1800,750,1900,750,1900,800,1800,800
1800,800,1900,800,1900,850,1800,850
